chrom	start	end	gene	type	HGNC
chr12	47187812	47187891	"MIR4698"	"miRNA"	"MIR4698"
chr12	47205893	47216487	"PCED1B-AS1"	"lncRNA"	"PCED1B-AS1"
chr12	47237734	47279021	"ENSG00000257925"	"lncRNA"	"ENSG00000257925"
chr12	47248124	47257539	"ENSG00000258181"	"lncRNA"	"ENSG00000258181"
chr12	47265665	47266108	"ENSG00000276454"	"lncRNA"	"ENSG00000276454"
chr12	47341614	47342089	"PPIAP45"	"processed_pseudogene"	"PPIAP45"
chr12	47346166	47346297	"ENSG00000199566"	"snoRNA"	"ENSG00000199566"
chr12	47353754	47369935	"LINC02416"	"lncRNA"	"LINC02416"
chr12	47364186	47364269	"MIR4494"	"miRNA"	"MIR4494"
chr12	47377638	47420192	"LINC02156"	"lncRNA"	"LINC02156"
chr12	47463087	47463621	"ADI1P3"	"processed_pseudogene"	"ADI1P3"
chr12	47484689	47485722	"STBD1P1"	"processed_pseudogene"	"STBD1P1"
chr12	47593208	47593440	"ENSG00000257905"	"processed_pseudogene"	"ENSG00000257905"
chr12	47661249	47706030	"RPAP3"	"protein_coding"	"RPAP3"
chr12	47699401	47699917	"ENSG00000276390"	"lncRNA"	"ENSG00000276390"
chr12	47706058	47742294	"RPAP3-DT"	"lncRNA"	"RPAP3-DT"
chr12	47709734	47725567	"ENDOU"	"protein_coding"	"ENDOU"
chr12	47728151	47730598	"ENSG00000280054"	"TEC"	"ENSG00000280054"
chr12	47731908	47732351	"ENSG00000274902"	"lncRNA"	"ENSG00000274902"
chr12	47734363	47771040	"RAPGEF3"	"protein_coding"	"RAPGEF3"
chr12	47753916	47782751	"SLC48A1"	"protein_coding"	"SLC48A1"
chr12	47768529	47769648	"ENSG00000277173"	"lncRNA"	"ENSG00000277173"
chr12	47782722	47833132	"HDAC7"	"protein_coding"	"HDAC7"
chr12	47784923	47786002	"ENSG00000268069"	"lncRNA"	"ENSG00000268069"
chr12	47788426	47788971	"ENSG00000276691"	"lncRNA"	"ENSG00000276691"
chr12	47817451	47817966	"ENSG00000274737"	"lncRNA"	"ENSG00000274737"
chr12	47826854	47837898	"LINC02354"	"lncRNA"	"LINC02354"
chr12	47841537	47943048	"VDR"	"protein_coding"	"VDR"
chr12	47882649	47901525	"ENSG00000205537"	"lncRNA"	"ENSG00000205537"
chr12	47905122	47906865	"ENSG00000278385"	"lncRNA"	"ENSG00000278385"
chr12	47960497	47963469	"ENSG00000279840"	"TEC"	"ENSG00000279840"
chr12	47963569	47968878	"TMEM106C"	"protein_coding"	"TMEM106C"
chr12	47972967	48004554	"COL2A1"	"protein_coding"	"COL2A1"
chr12	48005277	48011227	"ENSG00000258203"	"lncRNA"	"ENSG00000258203"
chr12	48011304	48025469	"ENSG00000257985"	"lncRNA"	"ENSG00000257985"
chr12	48019771	48025382	"ENSG00000257955"	"lncRNA"	"ENSG00000257955"
chr12	48039784	48106079	"SENP1"	"protein_coding"	"SENP1"
chr12	48054813	48055591	"ENSG00000293172"	"lncRNA"	"ENSG00000293172"
chr12	48054971	48055253	"ENSG00000240399"	"transcribed_processed_pseudogene"	"ENSG00000240399"
chr12	48081319	48081428	"RNU6-1203P"	"snRNA"	"RNU6-1203P"
chr12	48085062	48085421	"ENSG00000226138"	"processed_pseudogene"	"ENSG00000226138"
chr12	48105139	48146404	"PFKM"	"protein_coding"	"PFKM"
chr12	48132797	48132867	"MIR6505"	"miRNA"	"MIR6505"
chr12	48147789	48181213	"ASB8"	"protein_coding"	"ASB8"
chr12	48152817	48153128	"ENSG00000274124"	"lncRNA"	"ENSG00000274124"
chr12	48160245	48160878	"ENSG00000258051"	"processed_pseudogene"	"ENSG00000258051"
chr12	48168847	48169659	"PHB1P18"	"processed_pseudogene"	"PHB1P18"
chr12	48171590	48173353	"ENSG00000257848"	"processed_pseudogene"	"ENSG00000257848"
chr12	48183644	48185926	"CCDC184"	"protein_coding"	"CCDC184"
chr12	48189349	48191207	"ENSG00000279875"	"TEC"	"ENSG00000279875"
chr12	48198357	48230275	"ENSG00000269514"	"lncRNA"	"ENSG00000269514"
chr12	48202339	48203292	"OR10AD1"	"protein_coding"	"OR10AD1"
chr12	48231098	48284210	"ENSG00000258234"	"lncRNA"	"ENSG00000258234"
chr12	48327942	48328472	"ENSG00000275228"	"lncRNA"	"ENSG00000275228"
chr12	48328980	48330279	"H1-7"	"protein_coding"	"H1-7"
chr12	48333755	48333901	"ENSG00000258273"	"unprocessed_pseudogene"	"ENSG00000258273"
chr12	48337180	48351414	"ZNF641"	"protein_coding"	"ZNF641"
chr12	48350945	48442411	"ENSG00000257735"	"lncRNA"	"ENSG00000257735"
chr12	48355792	48356614	"OR5BK1P"	"unprocessed_pseudogene"	"OR5BK1P"
chr12	48360920	48361377	"ENSG00000273765"	"lncRNA"	"ENSG00000273765"
chr12	48385417	48386265	"OR5BT1P"	"unprocessed_pseudogene"	"OR5BT1P"
chr12	48394510	48395392	"OR5BJ1P"	"unprocessed_pseudogene"	"OR5BJ1P"
chr12	48417150	48417337	"OR8S21P"	"unprocessed_pseudogene"	"OR8S21P"
chr12	48442030	48442947	"OR8T1P"	"unprocessed_pseudogene"	"OR8T1P"
chr12	48472559	48473622	"ANP32D"	"protein_coding"	"ANP32D"
chr12	48482498	48496524	"C12orf54"	"protein_coding"	"C12orf54"
chr12	48483287	48500961	"ENSG00000258121"	"lncRNA"	"ENSG00000258121"
chr12	48487946	48488408	"RPS10P20"	"transcribed_processed_pseudogene"	"RPS10P20"
chr12	48507354	48529897	"ENSG00000293236"	"lncRNA"	"ENSG00000293236"
chr12	48525632	48526570	"OR8S1"	"protein_coding"	"OR8S1"
chr12	48528251	48528676	"ENSG00000197376"	"transcribed_processed_pseudogene"	"ENSG00000197376"
chr12	48559882	48562956	"OR5BS1P"	"protein_coding"	"OR5BS1P"
chr12	48567684	48570066	"LALBA"	"protein_coding"	"LALBA"
chr12	48627879	48628836	"OR11M1P"	"unitary_pseudogene"	"OR11M1P"
chr12	48653211	48682238	"KANSL2"	"protein_coding"	"KANSL2"
chr12	48654382	48654518	"SNORA2C"	"snoRNA"	"SNORA2C"
chr12	48654444	48654530	"MIR1291"	"miRNA"	"MIR1291"
chr12	48656648	48656782	"SNORA2A"	"snoRNA"	"SNORA2A"
chr12	48667457	48667593	"SNORA2B"	"snoRNA"	"SNORA2B"
chr12	48688458	48716998	"CCNT1"	"protein_coding"	"CCNT1"
chr12	48727435	48765790	"SPMIP11"	"protein_coding"	"SPMIP11"
chr12	48766194	48767323	"ENSG00000257653"	"lncRNA"	"ENSG00000257653"
chr12	48766194	48789089	"ADCY6"	"protein_coding"	"ADCY6"
chr12	48771975	48772037	"MIR4701"	"miRNA"	"MIR4701"
chr12	48789147	48790535	"ADCY6-DT"	"lncRNA"	"ADCY6-DT"
chr12	48800576	48801086	"ENSG00000271547"	"processed_pseudogene"	"ENSG00000271547"
chr12	48809911	48810016	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr12	48813794	48828941	"CACNB3"	"protein_coding"	"CACNB3"
chr12	48829756	48852842	"DDX23"	"protein_coding"	"DDX23"
chr12	48857145	48865870	"RND1"	"protein_coding"	"RND1"
chr12	48892130	48892228	"RNU6-600P"	"snRNA"	"RNU6-600P"
chr12	48903418	48903813	"RPL32P27"	"processed_pseudogene"	"RPL32P27"
chr12	48903503	48957365	"ENSG00000272822"	"protein_coding"	"ENSG00000272822"
chr12	48904110	48931840	"CCDC65"	"protein_coding"	"CCDC65"
chr12	48921518	48926474	"FKBP11"	"protein_coding"	"FKBP11"
chr12	48935723	48957487	"ARF3"	"protein_coding"	"ARF3"
chr12	48965340	48971735	"WNT10B"	"protein_coding"	"WNT10B"
chr12	48975543	48975646	"RNU6-940P"	"snRNA"	"RNU6-940P"
chr12	48978322	48982620	"WNT1"	"protein_coding"	"WNT1"
chr12	48995149	48999375	"DDN"	"protein_coding"	"DDN"
chr12	48995150	48996334	"ENSG00000258283"	"lncRNA"	"ENSG00000258283"
chr12	48998367	49019241	"DDN-AS1"	"lncRNA"	"DDN-AS1"
chr12	49002274	49018807	"PRKAG1"	"protein_coding"	"PRKAG1"
chr12	49002274	49024075	"ENSG00000288710"	"protein_coding"	"ENSG00000288710"
chr12	49018975	49060794	"KMT2D"	"protein_coding"	"KMT2D"
chr12	49064676	49070025	"RHEBL1"	"protein_coding"	"RHEBL1"
chr12	49075039	49075802	"ENSG00000277672"	"processed_pseudogene"	"ENSG00000277672"
chr12	49086656	49094801	"DHH"	"protein_coding"	"DHH"
chr12	49090208	49093312	"ENSG00000257346"	"lncRNA"	"ENSG00000257346"
chr12	49097136	49110900	"LMBR1L"	"protein_coding"	"LMBR1L"
chr12	49127782	49131397	"TUBA1B"	"protein_coding"	"TUBA1B"
chr12	49127782	49188484	"TUBA1B-AS1"	"lncRNA"	"TUBA1B-AS1"
chr12	49132853	49132947	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr12	49184686	49189080	"TUBA1A"	"protein_coding"	"TUBA1A"
chr12	49188736	49274600	"TUBA1C"	"protein_coding"	"TUBA1C"
chr12	49196784	49197062	"Metazoa_SRP"	"misc_RNA"	"Metazoa_SRP"
chr12	49232790	49264756	"ENSG00000258101"	"lncRNA"	"ENSG00000258101"
chr12	49265156	49273306	"ENSG00000258232"	"lncRNA"	"ENSG00000258232"
chr12	49292631	49324576	"TROAP-AS1"	"lncRNA"	"TROAP-AS1"
chr12	49293252	49293997	"ENSG00000291295"	"lncRNA"	"ENSG00000291295"
chr12	49295147	49298686	"PRPH"	"protein_coding"	"PRPH"
chr12	49323236	49331731	"TROAP"	"protein_coding"	"TROAP"
chr12	49332409	49337188	"C1QL4"	"protein_coding"	"C1QL4"
chr12	49346888	49357546	"DNAJC22"	"protein_coding"	"DNAJC22"
chr12	49366584	49527425	"SPATS2"	"protein_coding"	"SPATS2"
chr12	49389516	49390162	"ENSG00000257954"	"processed_pseudogene"	"ENSG00000257954"
chr12	49442424	49442652	"ENSG00000257464"	"processed_pseudogene"	"ENSG00000257464"
chr12	49536677	49538894	"ENSG00000287537"	"lncRNA"	"ENSG00000287537"
chr12	49539030	49558337	"KCNH3"	"protein_coding"	"KCNH3"
chr12	49556544	49568145	"MCRS1"	"protein_coding"	"MCRS1"
chr12	49568218	49644666	"PRPF40B"	"protein_coding"	"PRPF40B"
chr12	49576840	49577505	"ENSG00000257964"	"lncRNA"	"ENSG00000257964"
chr12	49582885	49605639	"FAM186B"	"protein_coding"	"FAM186B"
chr12	49593104	49593213	"RNU6-834P"	"snRNA"	"RNU6-834P"
chr12	49594091	49594258	"POLR2KP1"	"processed_pseudogene"	"POLR2KP1"
chr12	49595148	49595688	"PARK7P1"	"processed_pseudogene"	"PARK7P1"
chr12	49619334	49619612	"HIGD1AP9"	"processed_pseudogene"	"HIGD1AP9"
chr12	49636499	49708165	"FMNL3"	"protein_coding"	"FMNL3"
chr12	49707725	49764934	"TMBIM6"	"protein_coding"	"TMBIM6"
chr12	49709237	49709336	"ENSG00000257570"	"processed_pseudogene"	"ENSG00000257570"
chr12	49770960	49771136	"LSM6P2"	"processed_pseudogene"	"LSM6P2"
chr12	49791146	49828750	"NCKAP5L"	"protein_coding"	"NCKAP5L"
chr12	49827913	49841143	"BCDIN3D-AS1"	"lncRNA"	"BCDIN3D-AS1"
chr12	49836043	49843106	"BCDIN3D"	"protein_coding"	"BCDIN3D"
chr12	49861207	49865802	"ENSG00000257253"	"lncRNA"	"ENSG00000257253"
chr12	49863173	49863503	"RPL35AP28"	"processed_pseudogene"	"RPL35AP28"
chr12	49866896	49904217	"FAIM2"	"protein_coding"	"FAIM2"
chr12	49900311	49932764	"LINC02395"	"lncRNA"	"LINC02395"
chr12	49908882	49911863	"LINC02396"	"lncRNA"	"LINC02396"
chr12	49950737	49958878	"AQP2"	"protein_coding"	"AQP2"
chr12	49951512	49962924	"AQP5-AS1"	"lncRNA"	"AQP5-AS1"
chr12	49954639	49956125	"ENSG00000257378"	"lncRNA"	"ENSG00000257378"
chr12	49961872	49965682	"AQP5"	"protein_coding"	"AQP5"
chr12	49967194	49977139	"AQP6"	"protein_coding"	"AQP6"
chr12	49976923	50033136	"RACGAP1"	"protein_coding"	"RACGAP1"
chr12	50057548	50083611	"ASIC1"	"protein_coding"	"ASIC1"
chr12	50085200	50100707	"SMARCD1"	"protein_coding"	"SMARCD1"
chr12	50103982	50111313	"GPD1"	"protein_coding"	"GPD1"
chr12	50112082	50120457	"COX14"	"protein_coding"	"COX14"
chr12	50112197	50165618	"ENSG00000272368"	"lncRNA"	"ENSG00000272368"
chr12	50129289	50167533	"CERS5"	"protein_coding"	"CERS5"
chr12	50175788	50283520	"LIMA1"	"protein_coding"	"LIMA1"
chr12	50185580	50191363	"ENSG00000257298"	"lncRNA"	"ENSG00000257298"
chr12	50217662	50218343	"ENSG00000257531"	"transcribed_processed_pseudogene"	"ENSG00000257531"
chr12	50219604	50229984	"ENSG00000257256"	"lncRNA"	"ENSG00000257256"
chr12	50234142	50234212	"MIR1293"	"miRNA"	"MIR1293"
chr12	50256238	50256344	"RNU6-1093P"	"snRNA"	"RNU6-1093P"
chr12	50286244	50289231	"ENSG00000278842"	"processed_pseudogene"	"ENSG00000278842"
chr12	50326230	50396622	"FAM186A"	"protein_coding"	"FAM186A"
chr12	50365652	50366086	"ENSG00000244266"	"processed_pseudogene"	"ENSG00000244266"
chr12	50392383	50480004	"LARP4"	"protein_coding"	"LARP4"
chr12	50504985	50748657	"DIP2B"	"protein_coding"	"DIP2B"
chr12	50633273	50633376	"RNU6-769P"	"snRNA"	"RNU6-769P"
chr12	50656973	50657078	"RNU6-238P"	"snRNA"	"RNU6-238P"
chr12	50743568	50743684	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr12	50756892	50757433	"ENSG00000271018"	"processed_pseudogene"	"ENSG00000271018"
chr12	50763710	50821162	"ATF1"	"protein_coding"	"ATF1"
chr12	50806335	50806437	"ENSG00000271490"	"processed_pseudogene"	"ENSG00000271490"
chr12	50841498	50841785	"RN7SL519P"	"misc_RNA"	"RN7SL519P"
chr12	50842920	50887884	"TMPRSS12"	"protein_coding"	"TMPRSS12"
chr12	50847925	50848312	"ENSG00000271621"	"processed_pseudogene"	"ENSG00000271621"
chr12	50923472	50932510	"TMT1A"	"protein_coding"	"TMT1A"
chr12	50924969	50970700	"ENSG00000289695"	"protein_coding"	"ENSG00000289695"
chr12	50934942	50935464	"ENSG00000274156"	"lncRNA"	"ENSG00000274156"
chr12	50939927	50940026	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr12	50949117	50949384	"ENSG00000271596"	"processed_pseudogene"	"ENSG00000271596"
chr12	50952538	50970607	"HIGD1C"	"protein_coding"	"HIGD1C"
chr12	50953924	50954356	"ENSG00000274797"	"lncRNA"	"ENSG00000274797"
chr12	50979401	51028566	"SLC11A2"	"protein_coding"	"SLC11A2"
chr12	51014134	51014241	"RNU6-87P"	"snRNA"	"RNU6-87P"
chr12	51037499	51037602	"RNU6-1273P"	"snRNA"	"RNU6-1273P"
chr12	51047962	51060424	"LETMD1"	"protein_coding"	"LETMD1"
chr12	51061205	51083664	"CSRNP2"	"protein_coding"	"CSRNP2"
chr12	51093656	51173135	"TFCP2"	"protein_coding"	"TFCP2"
chr12	51106817	51107144	"RPL35AP29"	"processed_pseudogene"	"RPL35AP29"
chr12	51124099	51125385	"ENSG00000293248"	"lncRNA"	"ENSG00000293248"
chr12	51124628	51125381	"PHB1P19"	"transcribed_processed_pseudogene"	"PHB1P19"
chr12	51156868	51156977	"Y_RNA"	"misc_RNA"	"Y_RNA"
chr12	51162901	51163007	"RNU6-199P"	"snRNA"	"RNU6-199P"
chr12	51186936	51218062	"POU6F1"	"protein_coding"	"POU6F1"
chr12	51201684	51202581	"ENSG00000278126"	"lncRNA"	"ENSG00000278126"
chr12	51238724	51271362	"DAZAP2"	"protein_coding"	"DAZAP2"
chr12	51244558	51270415	"SMAGP"	"protein_coding"	"SMAGP"
chr12	51281038	51324668	"BIN2"	"protein_coding"	"BIN2"
chr12	51328442	51346679	"CELA1"	"protein_coding"	"CELA1"
chr12	51351247	51392867	"GALNT6"	"protein_coding"	"GALNT6"
chr12	51391317	51515763	"SLC4A8"	"protein_coding"	"SLC4A8"
chr12	51421956	51424611	"SLC4A8-AS1"	"lncRNA"	"SLC4A8-AS1"
chr12	51590266	51812864	"SCN8A"	"protein_coding"	"SCN8A"
chr12	51712469	51713606	"HNRNPA3P10"	"processed_pseudogene"	"HNRNPA3P10"
chr12	51809705	51810600	"ENSG00000260122"	"lncRNA"	"ENSG00000260122"
chr12	51813921	51814925	"TMDD1"	"protein_coding"	"TMDD1"
chr12	51815043	51842106	"ENSG00000260473"	"lncRNA"	"ENSG00000260473"
chr12	51817899	51820150	"ENSG00000261586"	"lncRNA"	"ENSG00000261586"
chr12	51817899	51848718	"FIGNL2"	"protein_coding"	"FIGNL2"
chr12	51848223	51852729	"FIGNL2-DT"	"lncRNA"	"FIGNL2-DT"
chr12	51888009	51891727	"ANKRD33"	"protein_coding"	"ANKRD33"
chr12	51900565	51901336	"ENSG00000258021"	"processed_pseudogene"	"ENSG00000258021"
chr12	51906908	51923361	"ACVRL1"	"protein_coding"	"ACVRL1"
chr12	51951699	51997078	"ACVR1B"	"protein_coding"	"ACVR1B"
chr12	51987657	51987763	"RNU6-574P"	"snRNA"	"RNU6-574P"
chr12	52006946	52015889	"TAMALIN"	"protein_coding"	"TAMALIN"
chr12	52022832	52059507	"NR4A1"	"protein_coding"	"NR4A1"
chr12	52058459	52059503	"NR4A1AS"	"lncRNA"	"NR4A1AS"
chr12	52069246	52077495	"ATG101"	"protein_coding"	"ATG101"
chr12	52076841	52082084	"ENSG00000257663"	"lncRNA"	"ENSG00000257663"
chr12	52079704	52108255	"SMIM41"	"protein_coding"	"SMIM41"
chr12	52084744	52108250	"OR7E47P"	"lncRNA"	"OR7E47P"
chr12	52092485	52104297	"ENSG00000257989"	"lncRNA"	"ENSG00000257989"
chr12	52107278	52108261	"OR7E47P"	"transcribed_unprocessed_pseudogene"	"OR7E47P"
chr12	52164115	52223813	"LINC00592"	"lncRNA"	"LINC00592"
chr12	52168996	52192014	"KRT80"	"protein_coding"	"KRT80"
chr12	52205392	52213583	"LINC02874"	"lncRNA"	"LINC02874"
chr12	52229093	52229588	"TMT1AP1"	"processed_pseudogene"	"TMT1AP1"
chr12	52232520	52252186	"KRT7"	"protein_coding"	"KRT7"
chr12	52245048	52247448	"KRT7-AS"	"lncRNA"	"KRT7-AS"
chr12	52249300	52309163	"KRT86"	"protein_coding"	"KRT86"
chr12	52250466	52258553	"KRT87P"	"transcribed_unprocessed_pseudogene"	"KRT87P"
chr12	52250544	52258867	"KRT87P"	"lncRNA"	"KRT87P"
chr12	52263948	52267540	"KRT88P"	"unprocessed_pseudogene"	"KRT88P"
chr12	52274647	52279156	"ENSG00000257830"	"lncRNA"	"ENSG00000257830"
chr12	52275821	52277736	"ENSG00000285102"	"transcribed_unprocessed_pseudogene"	"ENSG00000285102"
chr12	52285913	52291534	"KRT81"	"protein_coding"	"KRT81"
chr12	52298856	52306287	"ENSG00000287051"	"lncRNA"	"ENSG00000287051"
chr12	52306616	52308371	"ENSG00000257829"	"lncRNA"	"ENSG00000257829"
chr12	52314301	52321398	"KRT83"	"protein_coding"	"KRT83"
chr12	52341197	52354036	"KRT89P"	"transcribed_unprocessed_pseudogene"	"KRT89P"
chr12	52344219	52348178	"ENSG00000290967"	"lncRNA"	"ENSG00000290967"
chr12	52360006	52367481	"KRT85"	"protein_coding"	"KRT85"
chr12	52377812	52385652	"KRT84"	"protein_coding"	"KRT84"
chr12	52380460	52402407	"ENSG00000258253"	"lncRNA"	"ENSG00000258253"
chr12	52393931	52406335	"KRT82"	"protein_coding"	"KRT82"
chr12	52407580	52428494	"ENSG00000257500"	"lncRNA"	"ENSG00000257500"
chr12	52411742	52421867	"KRT90P"	"unprocessed_pseudogene"	"KRT90P"
chr12	52424070	52434371	"KRT75"	"protein_coding"	"KRT75"
chr12	52446651	52452146	"KRT6B"	"protein_coding"	"KRT6B"
chr12	52468516	52473805	"KRT6C"	"protein_coding"	"KRT6C"
chr12	52487176	52493257	"KRT6A"	"protein_coding"	"KRT6A"
chr12	52514575	52520530	"KRT5"	"protein_coding"	"KRT5"
chr12	52543909	52553145	"KRT71"	"protein_coding"	"KRT71"
chr12	52565782	52573843	"KRT74"	"protein_coding"	"KRT74"
chr12	52585589	52601538	"KRT72"	"protein_coding"	"KRT72"
chr12	52601467	52615305	"KRT73-AS1"	"lncRNA"	"KRT73-AS1"
chr12	52607570	52618559	"KRT73"	"protein_coding"	"KRT73"
chr12	52630339	52634456	"KRT128P"	"unprocessed_pseudogene"	"KRT128P"
chr12	52644558	52652211	"KRT2"	"protein_coding"	"KRT2"
chr12	52674736	52680407	"KRT1"	"protein_coding"	"KRT1"
chr12	52689626	52703524	"KRT77"	"protein_coding"	"KRT77"
chr12	52692605	52696788	"ENSG00000257700"	"lncRNA"	"ENSG00000257700"
chr12	52715567	52721655	"KRT126P"	"unprocessed_pseudogene"	"KRT126P"
chr12	52729517	52736142	"KRT125P"	"unprocessed_pseudogene"	"KRT125P"
chr12	52730425	52732865	"ENSG00000257616"	"processed_pseudogene"	"ENSG00000257616"
chr12	52746596	52748308	"ENSG00000257343"	"unprocessed_pseudogene"	"ENSG00000257343"
chr12	52748776	52750127	"BTBD10P1"	"processed_pseudogene"	"BTBD10P1"
chr12	52751978	52753821	"KRT127P"	"unprocessed_pseudogene"	"KRT127P"
chr12	52763405	52763893	"ARL2BPP2"	"processed_pseudogene"	"ARL2BPP2"
chr12	52768155	52777345	"KRT76"	"protein_coding"	"KRT76"
chr12	52782650	52782839	"ENSG00000257404"	"processed_pseudogene"	"ENSG00000257404"
chr12	52789685	52796117	"KRT3"	"protein_coding"	"KRT3"
chr12	52806549	52814116	"KRT4"	"protein_coding"	"KRT4"
chr12	52821408	52834311	"KRT79"	"protein_coding"	"KRT79"
chr12	52837403	52837739	"ENSG00000257389"	"processed_pseudogene"	"ENSG00000257389"
chr12	52837804	52849092	"KRT78"	"protein_coding"	"KRT78"
chr12	52885429	52886385	"RPL7P41"	"processed_pseudogene"	"RPL7P41"
chr12	52897187	52949954	"KRT8"	"protein_coding"	"KRT8"
chr12	52948871	52952906	"KRT18"	"protein_coding"	"KRT18"
chr12	53006282	53042215	"EIF4B"	"protein_coding"	"EIF4B"
chr12	53012104	53013921	"ENSG00000257475"	"lncRNA"	"ENSG00000257475"
chr12	53012884	53054450	"TNS2-AS1"	"lncRNA"	"TNS2-AS1"
chr12	53046969	53064379	"TNS2"	"protein_coding"	"TNS2"
chr12	53056944	53057012	"MIR6757"	"miRNA"	"MIR6757"
chr12	53064316	53079404	"SPRYD3"	"protein_coding"	"SPRYD3"
chr12	53097436	53102345	"IGFBP6"	"protein_coding"	"IGFBP6"
chr12	53103486	53124535	"SOAT2"	"protein_coding"	"SOAT2"
chr12	53131350	53131985	"VTI1BP3"	"processed_pseudogene"	"VTI1BP3"
chr12	53138545	53138651	"RNU6-333P"	"snRNA"	"RNU6-333P"
chr12	53142053	53142327	"HIGD1AP1"	"processed_pseudogene"	"HIGD1AP1"
chr12	53153272	53154484	"EIF4A1P4"	"processed_pseudogene"	"EIF4A1P4"
chr12	53157663	53180925	"CSAD"	"protein_coding"	"CSAD"
chr12	53159586	53161000	"ENSG00000257808"	"lncRNA"	"ENSG00000257808"
chr12	53180704	53195142	"ZNF740"	"protein_coding"	"ZNF740"
chr12	53191323	53207282	"ITGB7"	"protein_coding"	"ITGB7"
chr12	53210567	53232980	"RARG"	"protein_coding"	"RARG"
chr12	53241900	53242722	"ENSG00000283536"	"protein_coding"	"ENSG00000283536"
chr12	53251251	53254406	"MFSD5"	"protein_coding"	"MFSD5"
chr12	53268299	53293638	"ESPL1"	"protein_coding"	"ESPL1"
chr12	53295291	53299452	"PFDN5"	"protein_coding"	"PFDN5"
chr12	53295492	53307174	"ENSG00000288663"	"lncRNA"	"ENSG00000288663"
chr12	53298655	53300375	"MYG1-AS1"	"lncRNA"	"MYG1-AS1"
chr12	53299695	53307177	"MYG1"	"protein_coding"	"MYG1"
chr12	53307456	53324864	"AAAS"	"protein_coding"	"AAAS"
chr12	53326575	53345315	"SP7"	"protein_coding"	"SP7"
chr12	53380176	53416446	"SP1"	"protein_coding"	"SP1"
chr12	53423855	53431672	"AMHR2"	"protein_coding"	"AMHR2"
chr12	53441678	53446645	"PRR13"	"protein_coding"	"PRR13"
chr12	53441741	53467528	"ENSG00000257379"	"lncRNA"	"ENSG00000257379"
chr12	53452102	53481162	"PCBP2"	"protein_coding"	"PCBP2"
chr12	53464468	53465057	"PCBP2-OT1"	"lncRNA"	"PCBP2-OT1"
chr12	53464720	53464901	"ENSG00000273658"	"misc_RNA"	"ENSG00000273658"
chr12	53479669	53500063	"MAP3K12"	"protein_coding"	"MAP3K12"
chr12	53500151	53501575	"ENSG00000270175"	"lncRNA"	"ENSG00000270175"
chr12	53500921	53506431	"TARBP2"	"protein_coding"	"TARBP2"
chr12	53506688	53507484	"NPFF"	"protein_coding"	"NPFF"
chr12	53506691	53625979	"ATF7-NPFF"	"protein_coding"	"ATF7-NPFF"
chr12	53507856	53626410	"ATF7"	"protein_coding"	"ATF7"
chr12	53513891	53517608	"ENSG00000257550"	"lncRNA"	"ENSG00000257550"
chr12	53531752	53621218	"ENSG00000285692"	"lncRNA"	"ENSG00000285692"
chr12	53574632	53576103	"ENSG00000275488"	"processed_pseudogene"	"ENSG00000275488"
chr12	53632726	53677408	"ATP5MC2"	"protein_coding"	"ATP5MC2"
chr12	53632788	53633151	"RPL31P51"	"processed_pseudogene"	"RPL31P51"
chr12	53708517	53727745	"CALCOCO1"	"protein_coding"	"CALCOCO1"
chr12	53739611	53898976	"ENSG00000286069"	"lncRNA"	"ENSG00000286069"
chr12	53746337	53757227	"CISTR"	"lncRNA"	"CISTR"
chr12	53754358	53762104	"ENSG00000260030"	"lncRNA"	"ENSG00000260030"
chr12	53816185	53816479	"RN7SKP289"	"misc_RNA"	"RN7SKP289"
chr12	53935328	53939643	"HOXC13-AS"	"lncRNA"	"HOXC13-AS"
chr12	53938831	53946544	"HOXC13"	"protein_coding"	"HOXC13"
chr12	53954903	53958956	"HOXC12"	"protein_coding"	"HOXC12"
chr12	53962308	53974956	"HOTAIR"	"lncRNA"	"HOTAIR"
chr12	53963629	53963697	"ENSG00000275589"	"misc_RNA"	"ENSG00000275589"
chr12	53965965	53966061	"ENSG00000277994"	"misc_RNA"	"ENSG00000277994"
chr12	53968002	53968178	"ENSG00000274817"	"misc_RNA"	"ENSG00000274817"
chr12	53968351	53968501	"ENSG00000277129"	"misc_RNA"	"ENSG00000277129"
chr12	53973126	53977643	"HOXC11"	"protein_coding"	"HOXC11"
chr12	53981509	53985519	"HOXC-AS3"	"lncRNA"	"HOXC-AS3"
chr12	53985065	53990279	"HOXC10"	"protein_coding"	"HOXC10"
chr12	53985845	54034888	"ENSG00000273049"	"protein_coding"	"ENSG00000273049"
chr12	53990624	54030823	"HOXC6"	"protein_coding"	"HOXC6"
chr12	53991738	53991847	"MIR196A2"	"miRNA"	"MIR196A2"
chr12	53993810	53996785	"HOXC-AS2"	"lncRNA"	"HOXC-AS2"
chr12	53994895	54003337	"HOXC9"	"protein_coding"	"HOXC9"
chr12	53999022	54000010	"HOXC-AS1"	"lncRNA"	"HOXC-AS1"
chr12	54008985	54012769	"HOXC8"	"protein_coding"	"HOXC8"
chr12	54016931	54056030	"HOXC4"	"protein_coding"	"HOXC4"
chr12	54017110	54035361	"ENSG00000273046"	"lncRNA"	"ENSG00000273046"
